"Statistic Label","Census Year","CSO Small Areas 2022","Age","Sex","UNIT","VALUE"
"Population","2022","268144001","Age 0-4","Males","Number","17"
"Population","2022","268144001","Age 0-4","Females","Number","16"
"Population","2022","268144001","Age 0-4","Both Sexes","Number","33"
"Population","2022","087071035/01","Age 0-4","Males","Number","26"
"Population","2022","087071035/01","Age 0-4","Females","Number","15"
"Population","2022","087071035/01","Age 0-4","Both Sexes","Number","41"
"Population","2022","067118001","Age 0-4","Males","Number","9"
"Population","2022","067118001","Age 0-4","Females","Number","7"
"Population","2022","067118001","Age 0-4","Both Sexes","Number","16"
"Population","2022","057057002/02/057057004/057057001","Age 0-4","Males","Number","4"
"Population","2022","057057002/02/057057004/057057001","Age 0-4","Females","Number","5"
"Population","2022","057057002/02/057057004/057057001","Age 0-4","Both Sexes","Number","9"
"Population","2022","187087034","Age 0-4","Males","Number","7"
"Population","2022","187087034","Age 0-4","Females","Number","2"
"Population","2022","187087034","Age 0-4","Both Sexes","Number","9"
"Population","2022","127104001","Age 0-4","Males","Number","11"
"Population","2022","127104001","Age 0-4","Females","Number","13"
"Population","2022","127104001","Age 0-4","Both Sexes","Number","24"
"Population","2022","268042011","Age 0-4","Males","Number","8"
"Population","2022","268042011","Age 0-4","Females","Number","9"
"Population","2022","268042011","Age 0-4","Both Sexes","Number","17"
"Population","2022","268082012","Age 0-4","Males","Number","6"
"Population","2022","268082012","Age 0-4","Females","Number","5"
"Population","2022","268082012","Age 0-4","Both Sexes","Number","11"
"Population","2022","067026002","Age 0-4","Males","Number","5"
"Population","2022","067026002","Age 0-4","Females","Number","4"
"Population","2022","067026002","Age 0-4","Both Sexes","Number","9"
"Population","2022","047075004","Age 0-4","Males","Number","15"
"Population","2022","047075004","Age 0-4","Females","Number","12"
"Population","2022","047075004","Age 0-4","Both Sexes","Number","27"
"Population","2022","097047001","Age 0-4","Males","Number","5"
"Population","2022","097047001","Age 0-4","Females","Number","10"
"Population","2022","097047001","Age 0-4","Both Sexes","Number","15"
"Population","2022","097058001","Age 0-4","Males","Number","17"
"Population","2022","097058001","Age 0-4","Females","Number","16"
"Population","2022","097058001","Age 0-4","Both Sexes","Number","33"
"Population","2022","268102007","Age 0-4","Males","Number","0"
"Population","2022","268102007","Age 0-4","Females","Number","0"
"Population","2022","268102007","Age 0-4","Both Sexes","Number","0"
"Population","2022","268050007","Age 0-4","Males","Number","5"
"Population","2022","268050007","Age 0-4","Females","Number","10"
"Population","2022","268050007","Age 0-4","Both Sexes","Number","15"
"Population","2022","167028005","Age 0-4","Males","Number","7"
"Population","2022","167028005","Age 0-4","Females","Number","6"
"Population","2022","167028005","Age 0-4","Both Sexes","Number","13"
"Population","2022","267002030","Age 0-4","Males","Number","19"
"Population","2022","267002030","Age 0-4","Females","Number","17"
"Population","2022","267002030","Age 0-4","Both Sexes","Number","36"
"Population","2022","048053006","Age 0-4","Males","Number","3"
"Population","2022","048053006","Age 0-4","Females","Number","1"
"Population","2022","048053006","Age 0-4","Both Sexes","Number","4"
"Population","2022","057106019","Age 0-4","Males","Number","9"
"Population","2022","057106019","Age 0-4","Females","Number","11"
"Population","2022","057106019","Age 0-4","Both Sexes","Number","20"
"Population","2022","157153018","Age 0-4","Males","Number","6"
"Population","2022","157153018","Age 0-4","Females","Number","7"
"Population","2022","157153018","Age 0-4","Both Sexes","Number","13"
"Population","2022","267095011","Age 0-4","Males","Number","5"
"Population","2022","267095011","Age 0-4","Females","Number","6"
"Population","2022","267095011","Age 0-4","Both Sexes","Number","11"
"Population","2022","268028012","Age 0-4","Males","Number","2"
"Population","2022","268028012","Age 0-4","Females","Number","0"
"Population","2022","268028012","Age 0-4","Both Sexes","Number","2"
"Population","2022","217162026","Age 0-4","Males","Number","2"
"Population","2022","217162026","Age 0-4","Females","Number","4"
"Population","2022","217162026","Age 0-4","Both Sexes","Number","6"
"Population","2022","097113001/097113002","Age 0-4","Males","Number","11"
"Population","2022","097113001/097113002","Age 0-4","Females","Number","10"
"Population","2022","097113001/097113002","Age 0-4","Both Sexes","Number","21"
"Population","2022","207081007","Age 0-4","Males","Number","3"
"Population","2022","207081007","Age 0-4","Females","Number","5"
"Population","2022","207081007","Age 0-4","Both Sexes","Number","8"
"Population","2022","217079001","Age 0-4","Males","Number","5"
"Population","2022","217079001","Age 0-4","Females","Number","4"
"Population","2022","217079001","Age 0-4","Both Sexes","Number","9"
"Population","2022","157016007","Age 0-4","Males","Number","3"
"Population","2022","157016007","Age 0-4","Females","Number","5"
"Population","2022","157016007","Age 0-4","Both Sexes","Number","8"
"Population","2022","237075005","Age 0-4","Males","Number","5"
"Population","2022","237075005","Age 0-4","Females","Number","7"
"Population","2022","237075005","Age 0-4","Both Sexes","Number","12"
"Population","2022","247047005/01","Age 0-4","Males","Number","6"
"Population","2022","247047005/01","Age 0-4","Females","Number","9"
"Population","2022","247047005/01","Age 0-4","Both Sexes","Number","15"
"Population","2022","267103001/10","Age 0-4","Males","Number","18"
"Population","2022","267103001/10","Age 0-4","Females","Number","15"
"Population","2022","267103001/10","Age 0-4","Both Sexes","Number","33"
"Population","2022","127115002/02","Age 0-4","Males","Number","3"
"Population","2022","127115002/02","Age 0-4","Females","Number","1"
"Population","2022","127115002/02","Age 0-4","Both Sexes","Number","4"
"Population","2022","137018002","Age 0-4","Males","Number","6"
"Population","2022","137018002","Age 0-4","Females","Number","14"
"Population","2022","137018002","Age 0-4","Both Sexes","Number","20"
"Population","2022","267119013/03","Age 0-4","Males","Number","14"
"Population","2022","267119013/03","Age 0-4","Females","Number","9"
"Population","2022","267119013/03","Age 0-4","Both Sexes","Number","23"
"Population","2022","267116007","Age 0-4","Males","Number","8"
"Population","2022","267116007","Age 0-4","Females","Number","7"
"Population","2022","267116007","Age 0-4","Both Sexes","Number","15"
"Population","2022","127082002","Age 0-4","Males","Number","9"
"Population","2022","127082002","Age 0-4","Females","Number","8"
"Population","2022","127082002","Age 0-4","Both Sexes","Number","17"
"Population","2022","267130020","Age 0-4","Males","Number","8"
"Population","2022","267130020","Age 0-4","Females","Number","12"
"Population","2022","267130020","Age 0-4","Both Sexes","Number","20"
"Population","2022","268112015","Age 0-4","Males","Number","7"
"Population","2022","268112015","Age 0-4","Females","Number","4"
"Population","2022","268112015","Age 0-4","Both Sexes","Number","11"
"Population","2022","087025027","Age 0-4","Males","Number","49"
"Population","2022","087025027","Age 0-4","Females","Number","43"
"Population","2022","087025027","Age 0-4","Both Sexes","Number","92"
"Population","2022","047253007","Age 0-4","Males","Number","5"
"Population","2022","047253007","Age 0-4","Females","Number","5"
"Population","2022","047253007","Age 0-4","Both Sexes","Number","10"
"Population","2022","217020002","Age 0-4","Males","Number","7"
"Population","2022","217020002","Age 0-4","Females","Number","10"
"Population","2022","217020002","Age 0-4","Both Sexes","Number","17"
"Population","2022","097101006","Age 0-4","Males","Number","10"
"Population","2022","097101006","Age 0-4","Females","Number","5"
"Population","2022","097101006","Age 0-4","Both Sexes","Number","15"
"Population","2022","137045012","Age 0-4","Males","Number","15"
"Population","2022","137045012","Age 0-4","Females","Number","16"
"Population","2022","137045012","Age 0-4","Both Sexes","Number","31"
"Population","2022","167085002","Age 0-4","Males","Number","15"
"Population","2022","167085002","Age 0-4","Females","Number","4"
"Population","2022","167085002","Age 0-4","Both Sexes","Number","19"
"Population","2022","217009009","Age 0-4","Males","Number","13"
"Population","2022","217009009","Age 0-4","Females","Number","14"
"Population","2022","217009009","Age 0-4","Both Sexes","Number","27"
"Population","2022","267101011","Age 0-4","Males","Number","0"
"Population","2022","267101011","Age 0-4","Females","Number","2"
"Population","2022","267101011","Age 0-4","Both Sexes","Number","2"
"Population","2022","187087006","Age 0-4","Males","Number","11"
"Population","2022","187087006","Age 0-4","Females","Number","10"
"Population","2022","187087006","Age 0-4","Both Sexes","Number","21"
"Population","2022","047176003","Age 0-4","Males","Number","6"
"Population","2022","047176003","Age 0-4","Females","Number","3"
"Population","2022","047176003","Age 0-4","Both Sexes","Number","9"
"Population","2022","147019065","Age 0-4","Males","Number","11"
"Population","2022","147019065","Age 0-4","Females","Number","11"
"Population","2022","147019065","Age 0-4","Both Sexes","Number","22"
"Population","2022","247103002","Age 0-4","Males","Number","11"
"Population","2022","247103002","Age 0-4","Females","Number","15"
"Population","2022","247103002","Age 0-4","Both Sexes","Number","26"
"Population","2022","207055014","Age 0-4","Males","Number","12"
"Population","2022","207055014","Age 0-4","Females","Number","11"
"Population","2022","207055014","Age 0-4","Both Sexes","Number","23"
"Population","2022","177008003","Age 0-4","Males","Number","11"
"Population","2022","177008003","Age 0-4","Females","Number","6"
"Population","2022","177008003","Age 0-4","Both Sexes","Number","17"
"Population","2022","167039007","Age 0-4","Males","Number","11"
"Population","2022","167039007","Age 0-4","Females","Number","9"
"Population","2022","167039007","Age 0-4","Both Sexes","Number","20"
"Population","2022","047096004","Age 0-4","Males","Number","5"
"Population","2022","047096004","Age 0-4","Females","Number","5"
"Population","2022","047096004","Age 0-4","Both Sexes","Number","10"
"Population","2022","057137013","Age 0-4","Males","Number","5"
"Population","2022","057137013","Age 0-4","Females","Number","9"
"Population","2022","057137013","Age 0-4","Both Sexes","Number","14"
"Population","2022","267103021","Age 0-4","Males","Number","8"
"Population","2022","267103021","Age 0-4","Females","Number","5"
"Population","2022","267103021","Age 0-4","Both Sexes","Number","13"
"Population","2022","077136010","Age 0-4","Males","Number","3"
"Population","2022","077136010","Age 0-4","Females","Number","6"
"Population","2022","077136010","Age 0-4","Both Sexes","Number","9"
"Population","2022","268142009","Age 0-4","Males","Number","50"
"Population","2022","268142009","Age 0-4","Females","Number","32"
"Population","2022","268142009","Age 0-4","Both Sexes","Number","82"
"Population","2022","157134001","Age 0-4","Males","Number","8"
"Population","2022","157134001","Age 0-4","Females","Number","4"
"Population","2022","157134001","Age 0-4","Both Sexes","Number","12"
"Population","2022","157004001","Age 0-4","Males","Number","5"
"Population","2022","157004001","Age 0-4","Females","Number","3"
"Population","2022","157004001","Age 0-4","Both Sexes","Number","8"
"Population","2022","187013004","Age 0-4","Males","Number","7"
"Population","2022","187013004","Age 0-4","Females","Number","1"
"Population","2022","187013004","Age 0-4","Both Sexes","Number","8"
"Population","2022","048049002","Age 0-4","Males","Number","3"
"Population","2022","048049002","Age 0-4","Females","Number","5"
"Population","2022","048049002","Age 0-4","Both Sexes","Number","8"
"Population","2022","147035003","Age 0-4","Males","Number","8"
"Population","2022","147035003","Age 0-4","Females","Number","8"
"Population","2022","147035003","Age 0-4","Both Sexes","Number","16"
"Population","2022","107046001","Age 0-4","Males","Number","5"
"Population","2022","107046001","Age 0-4","Females","Number","3"
"Population","2022","107046001","Age 0-4","Both Sexes","Number","8"
"Population","2022","157139002","Age 0-4","Males","Number","0"
"Population","2022","157139002","Age 0-4","Females","Number","2"
"Population","2022","157139002","Age 0-4","Both Sexes","Number","2"
"Population","2022","117039002","Age 0-4","Males","Number","7"
"Population","2022","117039002","Age 0-4","Females","Number","7"
"Population","2022","117039002","Age 0-4","Both Sexes","Number","14"
"Population","2022","117059003/117059006","Age 0-4","Males","Number","8"
"Population","2022","117059003/117059006","Age 0-4","Females","Number","14"
"Population","2022","117059003/117059006","Age 0-4","Both Sexes","Number","22"
"Population","2022","068001024","Age 0-4","Males","Number","7"
"Population","2022","068001024","Age 0-4","Females","Number","4"
"Population","2022","068001024","Age 0-4","Both Sexes","Number","11"
"Population","2022","067031003","Age 0-4","Males","Number","6"
"Population","2022","067031003","Age 0-4","Females","Number","5"
"Population","2022","067031003","Age 0-4","Both Sexes","Number","11"
"Population","2022","217136014","Age 0-4","Males","Number","19"
"Population","2022","217136014","Age 0-4","Females","Number","18"
"Population","2022","217136014","Age 0-4","Both Sexes","Number","37"
"Population","2022","267036002","Age 0-4","Males","Number","12"
"Population","2022","267036002","Age 0-4","Females","Number","3"
"Population","2022","267036002","Age 0-4","Both Sexes","Number","15"
"Population","2022","157025006","Age 0-4","Males","Number","2"
"Population","2022","157025006","Age 0-4","Females","Number","1"
"Population","2022","157025006","Age 0-4","Both Sexes","Number","3"
"Population","2022","267084025","Age 0-4","Males","Number","10"
"Population","2022","267084025","Age 0-4","Females","Number","5"
"Population","2022","267084025","Age 0-4","Both Sexes","Number","15"
"Population","2022","167071004","Age 0-4","Males","Number","5"
"Population","2022","167071004","Age 0-4","Females","Number","6"
"Population","2022","167071004","Age 0-4","Both Sexes","Number","11"
"Population","2022","157114001","Age 0-4","Males","Number","2"
"Population","2022","157114001","Age 0-4","Females","Number","0"
"Population","2022","157114001","Age 0-4","Both Sexes","Number","2"
"Population","2022","267147025/01","Age 0-4","Males","Number","55"
"Population","2022","267147025/01","Age 0-4","Females","Number","56"
"Population","2022","267147025/01","Age 0-4","Both Sexes","Number","111"
"Population","2022","267108013","Age 0-4","Males","Number","5"
"Population","2022","267108013","Age 0-4","Females","Number","1"
"Population","2022","267108013","Age 0-4","Both Sexes","Number","6"
"Population","2022","187036022","Age 0-4","Males","Number","13"
"Population","2022","187036022","Age 0-4","Females","Number","11"
"Population","2022","187036022","Age 0-4","Both Sexes","Number","24"
"Population","2022","247026004","Age 0-4","Males","Number","7"
"Population","2022","247026004","Age 0-4","Females","Number","11"
"Population","2022","247026004","Age 0-4","Both Sexes","Number","18"
"Population","2022","267156003","Age 0-4","Males","Number","5"
"Population","2022","267156003","Age 0-4","Females","Number","6"
"Population","2022","267156003","Age 0-4","Both Sexes","Number","11"
"Population","2022","268017009","Age 0-4","Males","Number","1"
"Population","2022","268017009","Age 0-4","Females","Number","4"
"Population","2022","268017009","Age 0-4","Both Sexes","Number","5"
"Population","2022","247040002","Age 0-4","Males","Number","2"
"Population","2022","247040002","Age 0-4","Females","Number","6"
"Population","2022","247040002","Age 0-4","Both Sexes","Number","8"
"Population","2022","047178002","Age 0-4","Males","Number","9"
"Population","2022","047178002","Age 0-4","Females","Number","13"
"Population","2022","047178002","Age 0-4","Both Sexes","Number","22"
"Population","2022","247002005/247002019","Age 0-4","Males","Number","3"
"Population","2022","247002005/247002019","Age 0-4","Females","Number","15"
"Population","2022","247002005/247002019","Age 0-4","Both Sexes","Number","18"
"Population","2022","267028105","Age 0-4","Males","Number","4"
"Population","2022","267028105","Age 0-4","Females","Number","5"
"Population","2022","267028105","Age 0-4","Both Sexes","Number","9"
"Population","2022","157154003","Age 0-4","Males","Number","5"
"Population","2022","157154003","Age 0-4","Females","Number","6"
"Population","2022","157154003","Age 0-4","Both Sexes","Number","11"
"Population","2022","247041004","Age 0-4","Males","Number","1"
"Population","2022","247041004","Age 0-4","Females","Number","2"
"Population","2022","247041004","Age 0-4","Both Sexes","Number","3"
"Population","2022","247003002/01","Age 0-4","Males","Number","2"
"Population","2022","247003002/01","Age 0-4","Females","Number","4"
"Population","2022","247003002/01","Age 0-4","Both Sexes","Number","6"
"Population","2022","217060001","Age 0-4","Males","Number","10"
"Population","2022","217060001","Age 0-4","Females","Number","16"
"Population","2022","217060001","Age 0-4","Both Sexes","Number","26"
"Population","2022","257027006","Age 0-4","Males","Number","3"
"Population","2022","257027006","Age 0-4","Females","Number","10"
"Population","2022","257027006","Age 0-4","Both Sexes","Number","13"
"Population","2022","197032008/197032009","Age 0-4","Males","Number","6"
"Population","2022","197032008/197032009","Age 0-4","Females","Number","3"
"Population","2022","197032008/197032009","Age 0-4","Both Sexes","Number","9"
"Population","2022","268121002","Age 0-4","Males","Number","3"
"Population","2022","268121002","Age 0-4","Females","Number","7"
"Population","2022","268121002","Age 0-4","Both Sexes","Number","10"
"Population","2022","268116004","Age 0-4","Males","Number","8"
"Population","2022","268116004","Age 0-4","Females","Number","6"
"Population","2022","268116004","Age 0-4","Both Sexes","Number","14"
"Population","2022","067061001","Age 0-4","Males","Number","16"
"Population","2022","067061001","Age 0-4","Females","Number","11"
"Population","2022","067061001","Age 0-4","Both Sexes","Number","27"
"Population","2022","128013003/02","Age 0-4","Males","Number","4"
"Population","2022","128013003/02","Age 0-4","Females","Number","3"
"Population","2022","128013003/02","Age 0-4","Both Sexes","Number","7"
"Population","2022","037110001","Age 0-4","Males","Number","5"
"Population","2022","037110001","Age 0-4","Females","Number","6"
"Population","2022","037110001","Age 0-4","Both Sexes","Number","11"
"Population","2022","268147003","Age 0-4","Males","Number","7"
"Population","2022","268147003","Age 0-4","Females","Number","8"
"Population","2022","268147003","Age 0-4","Both Sexes","Number","15"
"Population","2022","127064001","Age 0-4","Males","Number","10"
"Population","2022","127064001","Age 0-4","Females","Number","6"
"Population","2022","127064001","Age 0-4","Both Sexes","Number","16"
"Population","2022","217156003","Age 0-4","Males","Number","5"
"Population","2022","217156003","Age 0-4","Females","Number","4"
"Population","2022","217156003","Age 0-4","Both Sexes","Number","9"
"Population","2022","268072013/04","Age 0-4","Males","Number","11"
"Population","2022","268072013/04","Age 0-4","Females","Number","11"
"Population","2022","268072013/04","Age 0-4","Both Sexes","Number","22"
"Population","2022","037043003/01","Age 0-4","Males","Number","5"
"Population","2022","037043003/01","Age 0-4","Females","Number","10"
"Population","2022","037043003/01","Age 0-4","Both Sexes","Number","15"
"Population","2022","207081019","Age 0-4","Males","Number","4"
"Population","2022","207081019","Age 0-4","Females","Number","4"
"Population","2022","207081019","Age 0-4","Both Sexes","Number","8"
"Population","2022","267113007","Age 0-4","Males","Number","12"
"Population","2022","267113007","Age 0-4","Females","Number","10"
"Population","2022","267113007","Age 0-4","Both Sexes","Number","22"
"Population","2022","047132018/01","Age 0-4","Males","Number","5"
"Population","2022","047132018/01","Age 0-4","Females","Number","0"
"Population","2022","047132018/01","Age 0-4","Both Sexes","Number","5"
"Population","2022","047263006","Age 0-4","Males","Number","8"
"Population","2022","047263006","Age 0-4","Females","Number","10"
"Population","2022","047263006","Age 0-4","Both Sexes","Number","18"
"Population","2022","217046001","Age 0-4","Males","Number","7"
"Population","2022","217046001","Age 0-4","Females","Number","5"
"Population","2022","217046001","Age 0-4","Both Sexes","Number","12"
"Population","2022","217176014","Age 0-4","Males","Number","13"
"Population","2022","217176014","Age 0-4","Females","Number","9"
"Population","2022","217176014","Age 0-4","Both Sexes","Number","22"
"Population","2022","048030004/02","Age 0-4","Males","Number","5"
"Population","2022","048030004/02","Age 0-4","Females","Number","2"
"Population","2022","048030004/02","Age 0-4","Both Sexes","Number","7"
"Population","2022","268101008","Age 0-4","Males","Number","3"
"Population","2022","268101008","Age 0-4","Females","Number","4"
"Population","2022","268101008","Age 0-4","Both Sexes","Number","7"
"Population","2022","247104003/247104014","Age 0-4","Males","Number","1"
"Population","2022","247104003/247104014","Age 0-4","Females","Number","5"
"Population","2022","247104003/247104014","Age 0-4","Both Sexes","Number","6"
"Population","2022","087071052","Age 0-4","Males","Number","11"
"Population","2022","087071052","Age 0-4","Females","Number","12"
"Population","2022","087071052","Age 0-4","Both Sexes","Number","23"
"Population","2022","157140006","Age 0-4","Males","Number","9"
"Population","2022","157140006","Age 0-4","Females","Number","8"
"Population","2022","157140006","Age 0-4","Both Sexes","Number","17"
"Population","2022","087067008/01","Age 0-4","Males","Number","8"
"Population","2022","087067008/01","Age 0-4","Females","Number","7"
"Population","2022","087067008/01","Age 0-4","Both Sexes","Number","15"
"Population","2022","057037004","Age 0-4","Males","Number","8"
"Population","2022","057037004","Age 0-4","Females","Number","6"
"Population","2022","057037004","Age 0-4","Both Sexes","Number","14"
"Population","2022","157088002","Age 0-4","Males","Number","2"
"Population","2022","157088002","Age 0-4","Females","Number","3"
"Population","2022","157088002","Age 0-4","Both Sexes","Number","5"
"Population","2022","047325005","Age 0-4","Males","Number","5"
"Population","2022","047325005","Age 0-4","Females","Number","9"
"Population","2022","047325005","Age 0-4","Both Sexes","Number","14"
"Population","2022","268122004","Age 0-4","Males","Number","5"
"Population","2022","268122004","Age 0-4","Females","Number","6"
"Population","2022","268122004","Age 0-4","Both Sexes","Number","11"
"Population","2022","048001002","Age 0-4","Males","Number","2"
"Population","2022","048001002","Age 0-4","Females","Number","5"
"Population","2022","048001002","Age 0-4","Both Sexes","Number","7"
"Population","2022","267052008","Age 0-4","Males","Number","3"
"Population","2022","267052008","Age 0-4","Females","Number","6"
"Population","2022","267052008","Age 0-4","Both Sexes","Number","9"
"Population","2022","127092001","Age 0-4","Males","Number","8"
"Population","2022","127092001","Age 0-4","Females","Number","4"
"Population","2022","127092001","Age 0-4","Both Sexes","Number","12"
"Population","2022","207032001","Age 0-4","Males","Number","3"
"Population","2022","207032001","Age 0-4","Females","Number","2"
"Population","2022","207032001","Age 0-4","Both Sexes","Number","5"
"Population","2022","087010002","Age 0-4","Males","Number","9"
"Population","2022","087010002","Age 0-4","Females","Number","10"
"Population","2022","087010002","Age 0-4","Both Sexes","Number","19"
"Population","2022","107015002","Age 0-4","Males","Number","8"
"Population","2022","107015002","Age 0-4","Females","Number","10"
"Population","2022","107015002","Age 0-4","Both Sexes","Number","18"
"Population","2022","057068002","Age 0-4","Males","Number","2"
"Population","2022","057068002","Age 0-4","Females","Number","6"
"Population","2022","057068002","Age 0-4","Both Sexes","Number","8"
"Population","2022","268116012","Age 0-4","Males","Number","5"
"Population","2022","268116012","Age 0-4","Females","Number","5"
"Population","2022","268116012","Age 0-4","Both Sexes","Number","10"
"Population","2022","257059007/01","Age 0-4","Males","Number","7"
"Population","2022","257059007/01","Age 0-4","Females","Number","5"
"Population","2022","257059007/01","Age 0-4","Both Sexes","Number","12"
"Population","2022","087064041","Age 0-4","Males","Number","16"
"Population","2022","087064041","Age 0-4","Females","Number","12"
"Population","2022","087064041","Age 0-4","Both Sexes","Number","28"
"Population","2022","227087002","Age 0-4","Males","Number","6"
"Population","2022","227087002","Age 0-4","Females","Number","8"
"Population","2022","227087002","Age 0-4","Both Sexes","Number","14"
"Population","2022","267066002","Age 0-4","Males","Number","9"
"Population","2022","267066002","Age 0-4","Females","Number","8"
"Population","2022","267066002","Age 0-4","Both Sexes","Number","17"
"Population","2022","217120001","Age 0-4","Males","Number","5"
"Population","2022","217120001","Age 0-4","Females","Number","7"
"Population","2022","217120001","Age 0-4","Both Sexes","Number","12"
"Population","2022","047064014/047064016/02","Age 0-4","Males","Number","20"
"Population","2022","047064014/047064016/02","Age 0-4","Females","Number","26"
"Population","2022","047064014/047064016/02","Age 0-4","Both Sexes","Number","46"
"Population","2022","268081006","Age 0-4","Males","Number","4"
"Population","2022","268081006","Age 0-4","Females","Number","4"
"Population","2022","268081006","Age 0-4","Both Sexes","Number","8"
"Population","2022","128021002","Age 0-4","Males","Number","5"
"Population","2022","128021002","Age 0-4","Females","Number","1"
"Population","2022","128021002","Age 0-4","Both Sexes","Number","6"
"Population","2022","147019005","Age 0-4","Males","Number","6"
"Population","2022","147019005","Age 0-4","Females","Number","3"
"Population","2022","147019005","Age 0-4","Both Sexes","Number","9"
"Population","2022","267115007","Age 0-4","Males","Number","10"
"Population","2022","267115007","Age 0-4","Females","Number","8"
"Population","2022","267115007","Age 0-4","Both Sexes","Number","18"
"Population","2022","268069009","Age 0-4","Males","Number","7"
"Population","2022","268069009","Age 0-4","Females","Number","4"
"Population","2022","268069009","Age 0-4","Both Sexes","Number","11"
"Population","2022","237004027","Age 0-4","Males","Number","9"
"Population","2022","237004027","Age 0-4","Females","Number","14"
"Population","2022","237004027","Age 0-4","Both Sexes","Number","23"
"Population","2022","257079007","Age 0-4","Males","Number","9"
"Population","2022","257079007","Age 0-4","Females","Number","6"
"Population","2022","257079007","Age 0-4","Both Sexes","Number","15"
"Population","2022","057030004","Age 0-4","Males","Number","5"
"Population","2022","057030004","Age 0-4","Females","Number","13"
"Population","2022","057030004","Age 0-4","Both Sexes","Number","18"
"Population","2022","237035004/02/237035001/237035003","Age 0-4","Males","Number","18"
"Population","2022","237035004/02/237035001/237035003","Age 0-4","Females","Number","13"
"Population","2022","237035004/02/237035001/237035003","Age 0-4","Both Sexes","Number","31"
"Population","2022","057078009","Age 0-4","Males","Number","8"
"Population","2022","057078009","Age 0-4","Females","Number","2"
"Population","2022","057078009","Age 0-4","Both Sexes","Number","10"
"Population","2022","067170021/067170017","Age 0-4","Males","Number","10"
"Population","2022","067170021/067170017","Age 0-4","Females","Number","9"
"Population","2022","067170021/067170017","Age 0-4","Both Sexes","Number","19"
"Population","2022","197101001","Age 0-4","Males","Number","2"
"Population","2022","197101001","Age 0-4","Females","Number","5"
"Population","2022","197101001","Age 0-4","Both Sexes","Number","7"
"Population","2022","107046002/02","Age 0-4","Males","Number","15"
"Population","2022","107046002/02","Age 0-4","Females","Number","11"
"Population","2022","107046002/02","Age 0-4","Both Sexes","Number","26"
"Population","2022","227090038","Age 0-4","Males","Number","6"
"Population","2022","227090038","Age 0-4","Females","Number","2"
"Population","2022","227090038","Age 0-4","Both Sexes","Number","8"
"Population","2022","117002001/117003001","Age 0-4","Males","Number","9"
"Population","2022","117002001/117003001","Age 0-4","Females","Number","7"
"Population","2022","117002001/117003001","Age 0-4","Both Sexes","Number","16"
"Population","2022","167038030/03","Age 0-4","Males","Number","3"
"Population","2022","167038030/03","Age 0-4","Females","Number","4"
"Population","2022","167038030/03","Age 0-4","Both Sexes","Number","7"
"Population","2022","187050003","Age 0-4","Males","Number","3"
"Population","2022","187050003","Age 0-4","Females","Number","7"
"Population","2022","187050003","Age 0-4","Both Sexes","Number","10"
"Population","2022","067108001","Age 0-4","Males","Number","2"
"Population","2022","067108001","Age 0-4","Females","Number","2"
"Population","2022","067108001","Age 0-4","Both Sexes","Number","4"
"Population","2022","247003011","Age 0-4","Males","Number","4"
"Population","2022","247003011","Age 0-4","Females","Number","7"
"Population","2022","247003011","Age 0-4","Both Sexes","Number","11"
"Population","2022","128031003","Age 0-4","Males","Number","3"
"Population","2022","128031003","Age 0-4","Females","Number","1"
"Population","2022","128031003","Age 0-4","Both Sexes","Number","4"
"Population","2022","247045037","Age 0-4","Males","Number","4"
"Population","2022","247045037","Age 0-4","Females","Number","7"
"Population","2022","247045037","Age 0-4","Both Sexes","Number","11"
"Population","2022","267135006/267135010","Age 0-4","Males","Number","9"
"Population","2022","267135006/267135010","Age 0-4","Females","Number","3"
"Population","2022","267135006/267135010","Age 0-4","Both Sexes","Number","12"
"Population","2022","177018003","Age 0-4","Males","Number","6"
"Population","2022","177018003","Age 0-4","Females","Number","3"
"Population","2022","177018003","Age 0-4","Both Sexes","Number","9"
"Population","2022","267007003","Age 0-4","Males","Number","13"
"Population","2022","267007003","Age 0-4","Females","Number","11"
"Population","2022","267007003","Age 0-4","Both Sexes","Number","24"
"Population","2022","268130010","Age 0-4","Males","Number","5"
"Population","2022","268130010","Age 0-4","Females","Number","7"
"Population","2022","268130010","Age 0-4","Both Sexes","Number","12"
"Population","2022","047015002","Age 0-4","Males","Number","20"
"Population","2022","047015002","Age 0-4","Females","Number","14"
"Population","2022","047015002","Age 0-4","Both Sexes","Number","34"
"Population","2022","268020002","Age 0-4","Males","Number","3"
"Population","2022","268020002","Age 0-4","Females","Number","8"
"Population","2022","268020002","Age 0-4","Both Sexes","Number","11"
"Population","2022","268053008","Age 0-4","Males","Number","3"
"Population","2022","268053008","Age 0-4","Females","Number","5"
"Population","2022","268053008","Age 0-4","Both Sexes","Number","8"
"Population","2022","048042002","Age 0-4","Males","Number","9"
"Population","2022","048042002","Age 0-4","Females","Number","4"
"Population","2022","048042002","Age 0-4","Both Sexes","Number","13"
"Population","2022","268006027","Age 0-4","Males","Number","9"
"Population","2022","268006027","Age 0-4","Females","Number","6"
"Population","2022","268006027","Age 0-4","Both Sexes","Number","15"
"Population","2022","267066011","Age 0-4","Males","Number","17"
"Population","2022","267066011","Age 0-4","Females","Number","27"
"Population","2022","267066011","Age 0-4","Both Sexes","Number","44"
"Population","2022","197060001","Age 0-4","Males","Number","0"
"Population","2022","197060001","Age 0-4","Females","Number","1"
"Population","2022","197060001","Age 0-4","Both Sexes","Number","1"
