"Statistic Label","Census Year","Electoral Divisions","UNIT","VALUE"
"Persons aged 85 years and over","2022","Woolengrange, Kilkenny","Number","5"
"Persons aged 85 years and over","2022","Abbeyleix, Laois","Number","66"
"Persons aged 85 years and over","2022","Aghmacart, Laois","Number","7"
"Persons aged 85 years and over","2022","Arderin, Laois","Number","3"
"Persons aged 85 years and over","2022","Ardough, Laois","Number","6"
"Persons aged 85 years and over","2022","Arless, Laois","Number","5"
"Persons aged 85 years and over","2022","Ballickmoyler, Laois","Number","14"
"Persons aged 85 years and over","2022","Ballinakill, Laois","Number","13"
"Persons aged 85 years and over","2022","Ballyadams, Laois","Number","5"
"Persons aged 85 years and over","2022","Ballybrittas, Laois","Number","14"
"Persons aged 85 years and over","2022","Ballybrophy, Laois","Number","3"
"Persons aged 85 years and over","2022","Ballycarroll, Laois","Number","8"
"Persons aged 85 years and over","2022","Ballyfin, Laois","Number","9"
"Persons aged 85 years and over","2022","Ballylehane, Laois","Number","2"
"Persons aged 85 years and over","2022","Ballylynan, Laois","Number","10"
"Persons aged 85 years and over","2022","Ballyroan, Laois","Number","9"
"Persons aged 85 years and over","2022","Barrowhouse, Laois","Number","9"
"Persons aged 85 years and over","2022","Blandsfort, Laois","Number","6"
"Persons aged 85 years and over","2022","Borris, Laois","Number","5"
"Persons aged 85 years and over","2022","Borris-In-Ossory, Laois","Number","15"
"Persons aged 85 years and over","2022","Caher, Laois","Number","4"
"Persons aged 85 years and over","2022","Capard/Brisha, Laois","Number","8"
"Persons aged 85 years and over","2022","Cappalough, Laois","Number","5"
"Persons aged 85 years and over","2022","Cardtown, Laois","Number","5"
"Persons aged 85 years and over","2022","Castlecuffe, Laois","Number","6"
"Persons aged 85 years and over","2022","Castletown, Laois","Number","19"
"Persons aged 85 years and over","2022","Clash, Laois","Number","6"
"Persons aged 85 years and over","2022","Clonaslee, Laois","Number","18"
"Persons aged 85 years and over","2022","Clondarrig, Laois","Number","6"
"Persons aged 85 years and over","2022","Clonin, Laois","Number","4"
"Persons aged 85 years and over","2022","Clonkeen, Laois","Number","8"
"Persons aged 85 years and over","2022","Clonmore, Laois","Number","9"
"Persons aged 85 years and over","2022","Colt, Laois","Number","2"
"Persons aged 85 years and over","2022","Coolrain, Laois","Number","5"
"Persons aged 85 years and over","2022","Cuffsborough, Laois","Number","6"
"Persons aged 85 years and over","2022","Cullahill, Laois","Number","10"
"Persons aged 85 years and over","2022","Cullenagh, Laois","Number","2"
"Persons aged 85 years and over","2022","Curraclone, Laois","Number","3"
"Persons aged 85 years and over","2022","Dangans, Laois","Number","7"
"Persons aged 85 years and over","2022","Donaghmore, Laois","Number","6"
"Persons aged 85 years and over","2022","Donore, Laois","Number","17"
"Persons aged 85 years and over","2022","Doonane, Laois","Number","9"
"Persons aged 85 years and over","2022","Dunmore, Laois","Number","4"
"Persons aged 85 years and over","2022","Durrow, Laois","Number","22"
"Persons aged 85 years and over","2022","Dysartgallen, Laois","Number","3"
"Persons aged 85 years and over","2022","Emo, Laois","Number","17"
"Persons aged 85 years and over","2022","Errill, Laois","Number","8"
"Persons aged 85 years and over","2022","Farnans, Laois","Number","3"
"Persons aged 85 years and over","2022","Fossy, Laois","Number","3"
"Persons aged 85 years and over","2022","Garrymore, Laois","Number","3"
"Persons aged 85 years and over","2022","Graigue Rural, Laois","Number","26"
"Persons aged 85 years and over","2022","Graigue, Laois","Number","2"
"Persons aged 85 years and over","2022","Grantstown, Laois","Number","11"
"Persons aged 85 years and over","2022","Jamestown, Laois","Number","10"
"Persons aged 85 years and over","2022","Kilcoke, Laois","Number","2"
"Persons aged 85 years and over","2022","Kilcolmanbane, Laois","Number","13"
"Persons aged 85 years and over","2022","Kildellig, Laois","Number","5"
"Persons aged 85 years and over","2022","Killabban, Laois","Number","4"
"Persons aged 85 years and over","2022","Killermogh, Laois","Number","6"
"Persons aged 85 years and over","2022","Kilmullen, Laois","Number","6"
"Persons aged 85 years and over","2022","Kilmurry, Laois","Number","3"
"Persons aged 85 years and over","2022","Kilnaseer, Laois","Number","10"
"Persons aged 85 years and over","2022","Kyle South, Laois","Number","6"
"Persons aged 85 years and over","2022","Kyle, Laois","Number","4"
"Persons aged 85 years and over","2022","Lacka, Laois","Number","0"
"Persons aged 85 years and over","2022","Luggacurren, Laois","Number","6"
"Persons aged 85 years and over","2022","Marymount, Laois","Number","0"
"Persons aged 85 years and over","2022","Meelick, Laois","Number","8"
"Persons aged 85 years and over","2022","Moneenalassa, Laois","Number","3"
"Persons aged 85 years and over","2022","Moneymore, Laois","Number","2"
"Persons aged 85 years and over","2022","Mountmellick Rural, Laois","Number","19"
"Persons aged 85 years and over","2022","Mountmellick Urban, Laois","Number","65"
"Persons aged 85 years and over","2022","Mountrath, Laois","Number","37"
"Persons aged 85 years and over","2022","Moyanna, Laois","Number","3"
"Persons aged 85 years and over","2022","Nealstown, Laois","Number","4"
"Persons aged 85 years and over","2022","Newtown, Laois","Number","5"
"Persons aged 85 years and over","2022","O'moresforest, Laois","Number","10"
"Persons aged 85 years and over","2022","Portarlington South, Laois","Number","51"
"Persons aged 85 years and over","2022","Portlaoighise Rural, Laois","Number","131"
"Persons aged 85 years and over","2022","Portlaoighise Urban, Laois","Number","56"
"Persons aged 85 years and over","2022","Raheen, Laois","Number","7"
"Persons aged 85 years and over","2022","Rathaspick, Laois","Number","2"
"Persons aged 85 years and over","2022","Rathdowney, Laois","Number","20"
"Persons aged 85 years and over","2022","Rathsaran, Laois","Number","10"
"Persons aged 85 years and over","2022","Rearymore, Laois","Number","9"
"Persons aged 85 years and over","2022","Rosenallis, Laois","Number","7"
"Persons aged 85 years and over","2022","Rossmore, Laois","Number","8"
"Persons aged 85 years and over","2022","Sallyford, Laois","Number","7"
"Persons aged 85 years and over","2022","Shaen, Laois","Number","16"
"Persons aged 85 years and over","2022","Shrule, Laois","Number","5"
"Persons aged 85 years and over","2022","Stradbally, Laois","Number","40"
"Persons aged 85 years and over","2022","Tankardstown, Laois","Number","2"
"Persons aged 85 years and over","2022","Timahoe, Laois","Number","2"
"Persons aged 85 years and over","2022","Timogue, Laois","Number","11"
"Persons aged 85 years and over","2022","Tinnahinch, Laois","Number","4"
"Persons aged 85 years and over","2022","Trumra, Laois","Number","5"
"Persons aged 85 years and over","2022","Turra, Laois","Number","4"
"Persons aged 85 years and over","2022","Vicarstown, Laois","Number","8"
"Persons aged 85 years and over","2022","Abbeylara, Longford","Number","5"
"Persons aged 85 years and over","2022","Aghaboy, Longford","Number","9"
"Persons aged 85 years and over","2022","Agharra, Longford","Number","12"
"Persons aged 85 years and over","2022","Ardagh East, Longford","Number","14"
"Persons aged 85 years and over","2022","Ardagh West, Longford","Number","7"
"Persons aged 85 years and over","2022","Ballinalee, Longford","Number","12"
"Persons aged 85 years and over","2022","Ballinamuck East, Longford","Number","12"
"Persons aged 85 years and over","2022","Ballinamuck West, Longford","Number","17"
"Persons aged 85 years and over","2022","Ballymahon, Longford","Number","46"
"Persons aged 85 years and over","2022","Ballymuigh, Longford","Number","6"
"Persons aged 85 years and over","2022","Breanrisk, Longford","Number","9"
"Persons aged 85 years and over","2022","Bunlahy, Longford","Number","7"
"Persons aged 85 years and over","2022","Caldragh, Longford","Number","18"
"Persons aged 85 years and over","2022","Cashel East, Longford","Number","7"
"Persons aged 85 years and over","2022","Cashel West, Longford","Number","14"
"Persons aged 85 years and over","2022","Cloondara, Longford","Number","11"
"Persons aged 85 years and over","2022","Cloonee, Longford","Number","14"
"Persons aged 85 years and over","2022","Columbkille, Longford","Number","15"
"Persons aged 85 years and over","2022","Coolamber, Longford","Number","3"
"Persons aged 85 years and over","2022","Corboy, Longford","Number","8"
"Persons aged 85 years and over","2022","Creevy, Longford","Number","8"
"Persons aged 85 years and over","2022","Crosagstown, Longford","Number","7"
"Persons aged 85 years and over","2022","Currygrane, Longford","Number","3"
"Persons aged 85 years and over","2022","Dalystown, Longford","Number","3"
"Persons aged 85 years and over","2022","Doory, Longford","Number","10"
"Persons aged 85 years and over","2022","Drumgort, Longford","Number","16"
"Persons aged 85 years and over","2022","Drumlish, Longford","Number","20"
"Persons aged 85 years and over","2022","Drummeel, Longford","Number","6"
"Persons aged 85 years and over","2022","Firry/Newgrove, Longford","Number","1"
"Persons aged 85 years and over","2022","Forgney, Longford","Number","10"
"Persons aged 85 years and over","2022","Foxhall, Longford","Number","6"
"Persons aged 85 years and over","2022","Gelshagh, Longford","Number","7"
"Persons aged 85 years and over","2022","Granard Rural, Longford","Number","1"
"Persons aged 85 years and over","2022","Granard Urban, Longford","Number","16"
"Persons aged 85 years and over","2022","Kilcommock, Longford","Number","14"
"Persons aged 85 years and over","2022","Kilglass, Longford","Number","10"
"Persons aged 85 years and over","2022","Killashee, Longford","Number","10"
"Persons aged 85 years and over","2022","Killoe, Longford","Number","3"
"Persons aged 85 years and over","2022","Knockanbaun, Longford","Number","0"
"Persons aged 85 years and over","2022","Ledwithstown, Longford","Number","6"
"Persons aged 85 years and over","2022","Lislea, Longford","Number","7"
"Persons aged 85 years and over","2022","Longford No. 1 Urban, Longford","Number","59"
"Persons aged 85 years and over","2022","Longford No. 2 Urban, Longford","Number","17"
"Persons aged 85 years and over","2022","Longford Rural, Longford","Number","163"
"Persons aged 85 years and over","2022","Meathas Truim, Longford","Number","60"
"Persons aged 85 years and over","2022","Milltown, Longford","Number","2"
"Persons aged 85 years and over","2022","Moatfarrell, Longford","Number","2"
"Persons aged 85 years and over","2022","Mountdavis, Longford","Number","2"
"Persons aged 85 years and over","2022","Moydow, Longford","Number","9"
"Persons aged 85 years and over","2022","Moyne, Longford","Number","8"
"Persons aged 85 years and over","2022","Mullanalaghta, Longford","Number","4"
"Persons aged 85 years and over","2022","Newtown Forbes, Longford","Number","15"
"Persons aged 85 years and over","2022","Rathcline, Longford","Number","26"
"Persons aged 85 years and over","2022","Sonnagh, Longford","Number","4"
"Persons aged 85 years and over","2022","Ardee Rural, Louth","Number","50"
"Persons aged 85 years and over","2022","Ardee Urban, Louth","Number","139"
"Persons aged 85 years and over","2022","Ballymascanlan, Louth","Number","64"
"Persons aged 85 years and over","2022","Barronstown, Louth","Number","15"
"Persons aged 85 years and over","2022","Carlingford, Louth","Number","44"
"Persons aged 85 years and over","2022","Castlebellingham, Louth","Number","51"
"Persons aged 85 years and over","2022","Castlering, Louth","Number","15"
"Persons aged 85 years and over","2022","Castletown (North), Louth","Number","80"
"Persons aged 85 years and over","2022","Castletown (South), Louth","Number","10"
"Persons aged 85 years and over","2022","Clogher, Louth","Number","18"
"Persons aged 85 years and over","2022","Clonkeen, Louth","Number","3"
"Persons aged 85 years and over","2022","Collon, Louth","Number","20"
"Persons aged 85 years and over","2022","Creggan Upper, Louth","Number","6"
"Persons aged 85 years and over","2022","Darver, Louth","Number","2"
"Persons aged 85 years and over","2022","Dromin, Louth","Number","16"
"Persons aged 85 years and over","2022","Dromiskin, Louth","Number","26"
"Persons aged 85 years and over","2022","Drumcar, Louth","Number","19"
"Persons aged 85 years and over","2022","Drummullagh, Louth","Number","13"
"Persons aged 85 years and over","2022","Dundalk No. 1 Urban, Louth","Number","70"
"Persons aged 85 years and over","2022","Dundalk No. 2 Urban, Louth","Number","22"
"Persons aged 85 years and over","2022","Dundalk No. 3 Urban, Louth","Number","36"
"Persons aged 85 years and over","2022","Dundalk No. 4 Urban, Louth","Number","95"
"Persons aged 85 years and over","2022","Dundalk Rural (North), Louth","Number","88"
"Persons aged 85 years and over","2022","Dundalk Rural (South), Louth","Number","171"
"Persons aged 85 years and over","2022","Dunleer, Louth","Number","28"
"Persons aged 85 years and over","2022","Dysart, Louth","Number","9"
"Persons aged 85 years and over","2022","Fair Gate, Louth","Number","271"
"Persons aged 85 years and over","2022","Faughart, Louth","Number","14"
"Persons aged 85 years and over","2022","Greenore, Louth","Number","19"
"Persons aged 85 years and over","2022","Haggardstown, Louth","Number","147"
"Persons aged 85 years and over","2022","Jenkinstown, Louth","Number","18"
"Persons aged 85 years and over","2022","Killanny, Louth","Number","9"
"Persons aged 85 years and over","2022","Louth, Louth","Number","20"
"Persons aged 85 years and over","2022","Mansfieldstown, Louth","Number","5"
"Persons aged 85 years and over","2022","Monasterboice, Louth","Number","15"
"Persons aged 85 years and over","2022","Mullary, Louth","Number","13"
"Persons aged 85 years and over","2022","Rathcor, Louth","Number","13"
"Persons aged 85 years and over","2022","Ravensdale, Louth","Number","21"
"Persons aged 85 years and over","2022","St. Lawrence Gate, Louth","Number","78"
"Persons aged 85 years and over","2022","St. Mary's (Part), Louth","Number","40"
"Persons aged 85 years and over","2022","St. Peter's, Louth","Number","69"
"Persons aged 85 years and over","2022","Stabannan, Louth","Number","9"
"Persons aged 85 years and over","2022","Tallanstown, Louth","Number","11"
"Persons aged 85 years and over","2022","Termonfeckin, Louth","Number","62"
"Persons aged 85 years and over","2022","West Gate, Louth","Number","97"
"Persons aged 85 years and over","2022","Ardagh, Meath","Number","14"
"Persons aged 85 years and over","2022","Ardbraccan, Meath","Number","34"
"Persons aged 85 years and over","2022","Ardcath, Meath","Number","18"
"Persons aged 85 years and over","2022","Ardmulchan, Meath","Number","14"
"Persons aged 85 years and over","2022","Ardnamullan, Meath","Number","6"
"Persons aged 85 years and over","2022","Athboy, Meath","Number","53"
"Persons aged 85 years and over","2022","Ballinlough, Meath","Number","7"
"Persons aged 85 years and over","2022","Ballyboggan, Meath","Number","24"
"Persons aged 85 years and over","2022","Ballyconnell, Meath","Number","10"
"Persons aged 85 years and over","2022","Balrathboyne, Meath","Number","7"
"Persons aged 85 years and over","2022","Bective, Meath","Number","17"
"Persons aged 85 years and over","2022","Boherboy, Meath","Number","2"
"Persons aged 85 years and over","2022","Burry, Meath","Number","3"
"Persons aged 85 years and over","2022","Carrickleck, Meath","Number","11"
"Persons aged 85 years and over","2022","Castlejordan, Meath","Number","6"
"Persons aged 85 years and over","2022","Castlekeeran, Meath","Number","8"
"Persons aged 85 years and over","2022","Castlerickard, Meath","Number","12"
"Persons aged 85 years and over","2022","Castletown, Meath","Number","18"
"Persons aged 85 years and over","2022","Ceanannas Mór Rural, Meath","Number","81"
"Persons aged 85 years and over","2022","Ceanannas Mór Urban, Meath","Number","46"
"Persons aged 85 years and over","2022","Cloghbrack, Meath","Number","6"
"Persons aged 85 years and over","2022","Clonmacduff, Meath","Number","8"
"Persons aged 85 years and over","2022","Crossakeel, Meath","Number","8"
"Persons aged 85 years and over","2022","Crosskeys, Meath","Number","3"
"Persons aged 85 years and over","2022","Cruicetown, Meath","Number","8"
"Persons aged 85 years and over","2022","Culmullin, Meath","Number","38"
"Persons aged 85 years and over","2022","Donaghmore, Meath","Number","68"
"Persons aged 85 years and over","2022","Donaghpatrick, Meath","Number","24"
"Persons aged 85 years and over","2022","Drumcondra, Meath","Number","17"
"Persons aged 85 years and over","2022","Duleek, Meath","Number","40"
"Persons aged 85 years and over","2022","Dunboyne, Meath","Number","100"
"Persons aged 85 years and over","2022","Dunshaughlin, Meath","Number","83"
"Persons aged 85 years and over","2022","Gallow, Meath","Number","12"
"Persons aged 85 years and over","2022","Galtrim, Meath","Number","11"
"Persons aged 85 years and over","2022","Girley, Meath","Number","8"
"Persons aged 85 years and over","2022","Grangegeeth, Meath","Number","10"
"Persons aged 85 years and over","2022","Grennanstown, Meath","Number","21"
"Persons aged 85 years and over","2022","Hill Of Down, Meath","Number","21"
"Persons aged 85 years and over","2022","Innfield, Meath","Number","36"
"Persons aged 85 years and over","2022","Julianstown, Meath","Number","116"
"Persons aged 85 years and over","2022","Kentstown, Meath","Number","18"
"Persons aged 85 years and over","2022","Kilbrew, Meath","Number","52"
"Persons aged 85 years and over","2022","Kilbride, Meath","Number","6"
"Persons aged 85 years and over","2022","Kilcooly, Meath","Number","8"
"Persons aged 85 years and over","2022","Kildalkey, Meath","Number","18"
"Persons aged 85 years and over","2022","Killaconnigan, Meath","Number","14"
"Persons aged 85 years and over","2022","Killallon, Meath","Number","3"
"Persons aged 85 years and over","2022","Killary, Meath","Number","22"
"Persons aged 85 years and over","2022","Killeagh, Meath","Number","9"
"Persons aged 85 years and over","2022","Killeen, Meath","Number","11"
"Persons aged 85 years and over","2022","Killyon, Meath","Number","11"
"Persons aged 85 years and over","2022","Kilmainham, Meath","Number","29"
"Persons aged 85 years and over","2022","Kilmessan, Meath","Number","15"
"Persons aged 85 years and over","2022","Kilmore, Meath","Number","16"
"Persons aged 85 years and over","2022","Kilskeer, Meath","Number","5"
"Persons aged 85 years and over","2022","Knocklough, Meath","Number","4"
"Persons aged 85 years and over","2022","Laracor, Meath","Number","8"
"Persons aged 85 years and over","2022","Loughan, Meath","Number","9"
"Persons aged 85 years and over","2022","Maperath, Meath","Number","14"
"Persons aged 85 years and over","2022","Martry, Meath","Number","6"
"Persons aged 85 years and over","2022","Mellifont, Meath","Number","18"
"Persons aged 85 years and over","2022","Moybolgue, Meath","Number","3"
"Persons aged 85 years and over","2022","Moylagh, Meath","Number","11"
"Persons aged 85 years and over","2022","Moynalty, Meath","Number","17"
"Persons aged 85 years and over","2022","Navan Rural, Meath","Number","299"
"Persons aged 85 years and over","2022","Navan Urban, Meath","Number","69"
"Persons aged 85 years and over","2022","Newcastle, Meath","Number","6"
"Persons aged 85 years and over","2022","Newtown, Meath","Number","4"
"Persons aged 85 years and over","2022","Nobber, Meath","Number","10"
"Persons aged 85 years and over","2022","Oldcastle, Meath","Number","32"
"Persons aged 85 years and over","2022","Painestown, Meath","Number","23"
"Persons aged 85 years and over","2022","Posseckstown, Meath","Number","2"
"Persons aged 85 years and over","2022","Rahinstown, Meath","Number","5"
"Persons aged 85 years and over","2022","Rathfeigh, Meath","Number","29"
"Persons aged 85 years and over","2022","Rathkenny, Meath","Number","5"
"Persons aged 85 years and over","2022","Rathmolyon, Meath","Number","22"
"Persons aged 85 years and over","2022","Rathmore, Meath","Number","8"
"Persons aged 85 years and over","2022","Ratoath, Meath","Number","66"
"Persons aged 85 years and over","2022","Rodanstown, Meath","Number","19"
"Persons aged 85 years and over","2022","Skreen, Meath","Number","29"
"Persons aged 85 years and over","2022","Slane, Meath","Number","23"
"Persons aged 85 years and over","2022","St. Mary's, Meath","Number","178"
"Persons aged 85 years and over","2022","Stackallan, Meath","Number","6"
"Persons aged 85 years and over","2022","Staholmog, Meath","Number","6"
"Persons aged 85 years and over","2022","Stamullin, Meath","Number","64"
"Persons aged 85 years and over","2022","Stonefield, Meath","Number","7"
"Persons aged 85 years and over","2022","Summerhill, Meath","Number","15"
"Persons aged 85 years and over","2022","Tara, Meath","Number","47"
"Persons aged 85 years and over","2022","Teltown, Meath","Number","19"
"Persons aged 85 years and over","2022","Trim Rural, Meath","Number","152"
"Persons aged 85 years and over","2022","Trim Urban, Meath","Number","35"
"Persons aged 85 years and over","2022","Trohanny, Meath","Number","5"
"Persons aged 85 years and over","2022","Aghancon, Offaly","Number","5"
"Persons aged 85 years and over","2022","Ballincor, Offaly","Number","7"
"Persons aged 85 years and over","2022","Ballyburly, Offaly","Number","23"
"Persons aged 85 years and over","2022","Ballycommon, Offaly","Number","11"
"Persons aged 85 years and over","2022","Ballycumber, Offaly","Number","12"
"Persons aged 85 years and over","2022","Ballymacwilliam, Offaly","Number","7"
"Persons aged 85 years and over","2022","Ballyshear, Offaly","Number","5"
"Persons aged 85 years and over","2022","Banagher, Offaly","Number","70"
"Persons aged 85 years and over","2022","Barna, Offaly","Number","4"
"Persons aged 85 years and over","2022","Bawn, Offaly","Number","4"
"Persons aged 85 years and over","2022","Birr Rural, Offaly","Number","24"
"Persons aged 85 years and over","2022","Birr Urban, Offaly","Number","97"
"Persons aged 85 years and over","2022","Bracknagh, Offaly","Number","17"
"Persons aged 85 years and over","2022","Broughal, Offaly","Number","0"
"Persons aged 85 years and over","2022","Cangort, Offaly","Number","7"
"Persons aged 85 years and over","2022","Cappancur, Offaly","Number","31"
"Persons aged 85 years and over","2022","Clara, Offaly","Number","102"
"Persons aged 85 years and over","2022","Cloghan, Offaly","Number","15"
"Persons aged 85 years and over","2022","Clonbulloge, Offaly","Number","16"
"Persons aged 85 years and over","2022","Clonmacnoise, Offaly","Number","9"
"Persons aged 85 years and over","2022","Clonmore, Offaly","Number","6"
"Persons aged 85 years and over","2022","Clonygowan, Offaly","Number","3"
"Persons aged 85 years and over","2022","Croghan, Offaly","Number","14"
"Persons aged 85 years and over","2022","Cullenwaine, Offaly","Number","6"
"Persons aged 85 years and over","2022","Daingean, Offaly","Number","21"
"Persons aged 85 years and over","2022","Derrinboy, Offaly","Number","7"
"Persons aged 85 years and over","2022","Derryad, Offaly","Number","3"
"Persons aged 85 years and over","2022","Derrycooly, Offaly","Number","5"
"Persons aged 85 years and over","2022","Doon, Offaly","Number","14"
"Persons aged 85 years and over","2022","Dromoyle, Offaly","Number","1"
"Persons aged 85 years and over","2022","Drumcullen, Offaly","Number","10"
"Persons aged 85 years and over","2022","Dunkerrin, Offaly","Number","5"
"Persons aged 85 years and over","2022","Durrow, Offaly","Number","11"
"Persons aged 85 years and over","2022","Edenderry Rural, Offaly","Number","15"
"Persons aged 85 years and over","2022","Edenderry Urban, Offaly","Number","71"
"Persons aged 85 years and over","2022","Eglish, Offaly","Number","7"
"Persons aged 85 years and over","2022","Esker/Ballaghassaan, Offaly","Number","11"
"Persons aged 85 years and over","2022","Ettagh, Offaly","Number","6"
"Persons aged 85 years and over","2022","Ferbane, Offaly","Number","41"
"Persons aged 85 years and over","2022","Gallen, Offaly","Number","29"
"Persons aged 85 years and over","2022","Geashill, Offaly","Number","26"
"Persons aged 85 years and over","2022","Gorteen, Offaly, 187043","Number","9"
"Persons aged 85 years and over","2022","Gorteen, Offaly, 187044","Number","4"
"Persons aged 85 years and over","2022","Hammerlane, Offaly","Number","10"
"Persons aged 85 years and over","2022","Hinds, Offaly","Number","7"
"Persons aged 85 years and over","2022","Huntston, Offaly","Number","1"
"Persons aged 85 years and over","2022","Kilclonfert, Offaly","Number","3"
"Persons aged 85 years and over","2022","Kilcolman, Offaly","Number","3"
"Persons aged 85 years and over","2022","Kilcormac, Offaly","Number","27"
"Persons aged 85 years and over","2022","Kilcumreragh, Offaly","Number","11"
"Persons aged 85 years and over","2022","Killeigh, Offaly","Number","13"
"Persons aged 85 years and over","2022","Killooly, Offaly","Number","5"
"Persons aged 85 years and over","2022","Killoughy, Offaly","Number","9"
"Persons aged 85 years and over","2022","Killyon, Offaly","Number","2"
"Persons aged 85 years and over","2022","Kinnitty, Offaly","Number","6"
"Persons aged 85 years and over","2022","Knockbarron, Offaly","Number","4"
"Persons aged 85 years and over","2022","Knockdrin, Offaly","Number","2"
"Persons aged 85 years and over","2022","Lea, Offaly","Number","4"
"Persons aged 85 years and over","2022","Letter, Offaly","Number","2"
"Persons aged 85 years and over","2022","Lumcloon, Offaly","Number","5"
"Persons aged 85 years and over","2022","Lusmagh, Offaly","Number","10"
"Persons aged 85 years and over","2022","Monasteroris, Offaly","Number","9"
"Persons aged 85 years and over","2022","Mountbriscoe, Offaly","Number","2"
"Persons aged 85 years and over","2022","Mounterin, Offaly","Number","6"
"Persons aged 85 years and over","2022","Mountheaton, Offaly","Number","7"
"Persons aged 85 years and over","2022","Moyclare, Offaly","Number","20"
"Persons aged 85 years and over","2022","O'dempsey, Offaly","Number","1"
"Persons aged 85 years and over","2022","Portarlington North, Offaly","Number","56"
"Persons aged 85 years and over","2022","Rahan, Offaly","Number","11"
"Persons aged 85 years and over","2022","Raheenakeeran, Offaly","Number","7"
"Persons aged 85 years and over","2022","Rathfeston, Offaly","Number","6"
"Persons aged 85 years and over","2022","Rathrobin, Offaly","Number","3"
"Persons aged 85 years and over","2022","Roscomroe, Offaly","Number","2"
"Persons aged 85 years and over","2022","Screggan, Offaly","Number","44"
"Persons aged 85 years and over","2022","Seirkieran, Offaly","Number","4"
"Persons aged 85 years and over","2022","Shannonbridge, Offaly","Number","6"
"Persons aged 85 years and over","2022","Shannonharbour, Offaly","Number","5"
"Persons aged 85 years and over","2022","Shinrone, Offaly","Number","35"
"Persons aged 85 years and over","2022","Silverbrook, Offaly","Number","9"
"Persons aged 85 years and over","2022","Srah, Offaly","Number","13"
"Persons aged 85 years and over","2022","Templeharry, Offaly","Number","6"
"Persons aged 85 years and over","2022","Tinamuck, Offaly","Number","5"
"Persons aged 85 years and over","2022","Tinnycross, Offaly","Number","7"
"Persons aged 85 years and over","2022","Tulla, Offaly","Number","3"
"Persons aged 85 years and over","2022","Tullamore Rural, Offaly","Number","29"
"Persons aged 85 years and over","2022","Tullamore Urban, Offaly","Number","198"
"Persons aged 85 years and over","2022","Ardnaglew, Westmeath","Number","3"
"Persons aged 85 years and over","2022","Ardnagragh, Westmeath","Number","6"
"Persons aged 85 years and over","2022","Athlone East Rural, Westmeath","Number","106"
"Persons aged 85 years and over","2022","Athlone East Urban, Westmeath","Number","118"
"Persons aged 85 years and over","2022","Athlone West Urban, Westmeath","Number","61"
"Persons aged 85 years and over","2022","Auburn, Westmeath","Number","10"
"Persons aged 85 years and over","2022","Ballinalack, Westmeath","Number","3"
"Persons aged 85 years and over","2022","Ballinlough, Westmeath","Number","4"
"Persons aged 85 years and over","2022","Ballybroder, Westmeath","Number","4"
"Persons aged 85 years and over","2022","Ballyhealy, Westmeath","Number","2"
"Persons aged 85 years and over","2022","Ballykilmore, Westmeath","Number","17"
"Persons aged 85 years and over","2022","Ballymore, Westmeath","Number","8"
"Persons aged 85 years and over","2022","Ballymorin, Westmeath","Number","5"
"Persons aged 85 years and over","2022","Ballynagore, Westmeath","Number","11"
"Persons aged 85 years and over","2022","Ballynaskeagh, Westmeath","Number","3"
"Persons aged 85 years and over","2022","Bellanalack, Westmeath","Number","6"
"Persons aged 85 years and over","2022","Belvidere, Westmeath","Number","19"
"Persons aged 85 years and over","2022","Boherquill, Westmeath","Number","2"
"Persons aged 85 years and over","2022","Bracklin, Westmeath","Number","2"
"Persons aged 85 years and over","2022","Carn, Westmeath","Number","10"
"Persons aged 85 years and over","2022","Carrick, Westmeath","Number","6"
"Persons aged 85 years and over","2022","Castle, Westmeath","Number","13"
"Persons aged 85 years and over","2022","Castledaly, Westmeath","Number","12"
"Persons aged 85 years and over","2022","Castlelost, Westmeath","Number","24"
"Persons aged 85 years and over","2022","Castletown, Westmeath","Number","13"
"Persons aged 85 years and over","2022","Churchtown, Westmeath","Number","4"
"Persons aged 85 years and over","2022","Cloghan, Westmeath","Number","10"
"Persons aged 85 years and over","2022","Clonarney, Westmeath","Number","5"
"Persons aged 85 years and over","2022","Clonfad, Westmeath","Number","51"
"Persons aged 85 years and over","2022","Clonlost, Westmeath","Number","2"
"Persons aged 85 years and over","2022","Collinstown, Westmeath","Number","8"
"Persons aged 85 years and over","2022","Coole, Westmeath","Number","6"
"Persons aged 85 years and over","2022","Coolure, Westmeath","Number","5"
"Persons aged 85 years and over","2022","Copperalley, Westmeath","Number","3"
"Persons aged 85 years and over","2022","Delvin, Westmeath","Number","21"
"Persons aged 85 years and over","2022","Derrymore, Westmeath","Number","4"
"Persons aged 85 years and over","2022","Doonis, Westmeath","Number","5"
"Persons aged 85 years and over","2022","Drumraney, Westmeath","Number","2"
"Persons aged 85 years and over","2022","Dysart, Westmeath","Number","4"
"Persons aged 85 years and over","2022","Emper, Westmeath","Number","3"
"Persons aged 85 years and over","2022","Enniscoffey, Westmeath","Number","8"
"Persons aged 85 years and over","2022","Faughalstown, Westmeath","Number","3"
"Persons aged 85 years and over","2022","Finnea, Westmeath","Number","8"
"Persons aged 85 years and over","2022","Fore East, Westmeath","Number","10"
"Persons aged 85 years and over","2022","Fore West, Westmeath","Number","7"
"Persons aged 85 years and over","2022","Gaybrook, Westmeath","Number","5"
"Persons aged 85 years and over","2022","Glassan, Westmeath","Number","7"
